"INCITS","County or equivalent","State or district","Pop Rank","2013 Pop","Core Based Statistical Area","Combined Statistical Area"
"49041","Sevier County","Utah","1789","20,852","",""
"49043","Summit County","Utah","1207","38,486","Summit Park, UT Micropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49045","Tooele County","Utah","854","60,762","Salt Lake City, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49047","Uintah County","Utah","1291","35,555","Vernal, UT Micropolitan Statistical Area",""
"49049","Utah County","Utah","115","551,891","Provo-Orem, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49051","Wasatch County","Utah","1547","26,437","Heber, UT Micropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"49053","Washington County","Utah","430","147,800","St. George, UT Metropolitan Statistical Area",""
"49055","Wayne County","Utah","2991","2,747","",""
"49057","Weber County","Utah","275","238,519","Ogden-Clearfield, UT Metropolitan Statistical Area","Salt Lake City-Provo-Orem, UT Combined Statistical Area"
"50001","Addison County","Vermont","1253","36,791","",""
"50003","Bennington County","Vermont","1256","36,659","Bennington, VT Micropolitan Statistical Area",""
"50005","Caledonia County","Vermont","1408","31,157","",""
"50007","Chittenden County","Vermont","400","159,515","Burlington-South Burlington, VT Metropolitan Statistical Area",""
"50009","Essex County","Vermont","2741","6,211","Berlin, NH-VT Micropolitan Statistical Area",""
"50011","Franklin County","Vermont","1009","48,294","Burlington-South Burlington, VT Metropolitan Statistical Area",""
"50013","Grand Isle County","Vermont","2685","6,987","Burlington-South Burlington, VT Metropolitan Statistical Area",""
"50015","Lamoille County","Vermont","1606","25,067","",""
"50017","Orange County","Vermont","1457","28,915","Claremont-Lebanon, NH-VT Micropolitan Statistical Area",""
"50019","Orleans County","Vermont","1526","27,169","",""
"50021","Rutland County","Vermont","858","60,622","Rutland, VT Micropolitan Statistical Area",""
"50023","Washington County","Vermont","874","59,319","Barre, VT Micropolitan Statistical Area",""
"50025","Windham County","Vermont","1090","43,857","",""
"50027","Windsor County","Vermont","901","56,067","Claremont-Lebanon, NH-VT Micropolitan Statistical Area",""
"51001","Accomack County","Virginia","1348","33,148","",""
"51003","Albemarle County","Virginia","570","103,000","Charlottesville, VA Metropolitan Statistical Area",""
"51005","Alleghany County","Virginia","2034","16,161","",""
"51007","Amelia County","Virginia","2253","12,745","Richmond, VA Metropolitan Statistical Area",""
"51009","Amherst County","Virginia","1385","32,178","Lynchburg, VA Metropolitan Statistical Area",""
"51011","Appomattox County","Virginia","2088","15,255","Lynchburg, VA Metropolitan Statistical Area",""
"51013","Arlington County","Virginia","285","224,906","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51015","Augusta County","Virginia","737","73,912","Staunton-Waynesboro, VA Metropolitan Statistical Area","Harrisonburg-Staunton-Waynesboro, VA Combined Statistical Area"
"51017","Bath County","Virginia","2861","4,616","",""
"51019","Bedford County","Virginia","725","75,773","Lynchburg, VA Metropolitan Statistical Area",""
"51021","Bland County","Virginia","2706","6,735","",""
"51023","Botetourt County","Virginia","1354","33,002","Roanoke, VA Metropolitan Statistical Area",""
"51025","Brunswick County","Virginia","1980","16,973","",""
"51027","Buchanan County","Virginia","1658","23,597","",""
"51029","Buckingham County","Virginia","1973","17,136","Charlottesville, VA Metropolitan Statistical Area",""
"51031","Campbell County","Virginia","912","55,235","Lynchburg, VA Metropolitan Statistical Area",""
"51033","Caroline County","Virginia","1444","29,298","Richmond, VA Metropolitan Statistical Area",""
"51035","Carroll County","Virginia","1430","29,883","",""
"51036","Charles City County","Virginia","2671","7,130","Richmond, VA Metropolitan Statistical Area",""
"51037","Charlotte County","Virginia","2282","12,305","",""
"51041","Chesterfield County","Virginia","200","327,745","Richmond, VA Metropolitan Statistical Area",""
"51043","Clarke County","Virginia","2148","14,348","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51045","Craig County","Virginia","2824","5,210","Roanoke, VA Metropolitan Statistical Area",""
"51047","Culpeper County","Virginia","1005","48,506","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51049","Cumberland County","Virginia","2453","9,841","",""
"51051","Dickenson County","Virginia","2076","15,486","Big Stone Gap, VA Micropolitan Statistical Area",""
"51053","Dinwiddie County","Virginia","1497","27,904","Richmond, VA Metropolitan Statistical Area",""
"51057","Essex County","Virginia","2343","11,229","",""
"51059","Fairfax County","Virginia","36","1,130,924","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51061","Fauquier County","Virginia","788","67,207","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51063","Floyd County","Virginia","2071","15,528","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",""
"51065","Fluvanna County","Virginia","1565","25,977","Charlottesville, VA Metropolitan Statistical Area",""
"51067","Franklin County","Virginia","899","56,335","Roanoke, VA Metropolitan Statistical Area",""
"51069","Frederick County","Virginia","681","81,319","Winchester, VA-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51071","Giles County","Virginia","1986","16,925","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",""
"51073","Gloucester County","Virginia","1251","36,834","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51075","Goochland County","Virginia","1747","21,626","Richmond, VA Metropolitan Statistical Area",""
"51077","Grayson County","Virginia","2092","15,161","",""
"51079","Greene County","Virginia","1880","18,804","Charlottesville, VA Metropolitan Statistical Area",""
"51081","Greensville County","Virginia","2306","11,886","",""
"51083","Halifax County","Virginia","1295","35,401","",""
"51085","Hanover County","Virginia","584","101,330","Richmond, VA Metropolitan Statistical Area",""
"51087","Henrico County","Virginia","207","318,611","Richmond, VA Metropolitan Statistical Area",""
"51089","Henry County","Virginia","944","52,617","Martinsville, VA Micropolitan Statistical Area",""
"51091","Highland County","Virginia","3034","2,215","",""
"51093","Isle of Wight County","Virginia","1285","35,656","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51095","James City County","Virginia","757","70,516","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51097","King and Queen County","Virginia","2671","7,130","",""
"51099","King George County","Virginia","1612","24,926","",""
"51101","King William County","Virginia","2041","16,097","Richmond, VA Metropolitan Statistical Area",""
"51103","Lancaster County","Virginia","2349","11,148","",""
"51105","Lee County","Virginia","1600","25,185","",""
"51107","Loudoun County","Virginia","191","349,679","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51109","Louisa County","Virginia","1330","33,945","",""
"51111","Lunenburg County","Virginia","2266","12,527","",""
"51113","Madison County","Virginia","2229","13,200","",""
"51115","Mathews County","Virginia","2528","8,897","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51117","Mecklenburg County","Virginia","1402","31,426","",""
"51119","Middlesex County","Virginia","2377","10,762","",""
"51121","Montgomery County","Virginia","605","96,207","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",""
"51125","Nelson County","Virginia","2120","14,789","Charlottesville, VA Metropolitan Statistical Area",""
"51127","New Kent County","Virginia","1857","19,507","Richmond, VA Metropolitan Statistical Area",""
"51131","Northampton County","Virginia","2292","12,125","",""
"51133","Northumberland County","Virginia","2287","12,200","",""
"51135","Nottoway County","Virginia","2055","15,773","",""
"51137","Orange County","Virginia","1308","34,689","",""
"51139","Page County","Virginia","1649","23,821","",""
"51141","Patrick County","Virginia","1902","18,368","",""
"51143","Pittsylvania County","Virginia","834","62,426","Danville, VA Micropolitan Statistical Area",""
"51145","Powhatan County","Virginia","1482","28,259","Richmond, VA Metropolitan Statistical Area",""
"51147","Prince Edward County","Virginia","1694","22,802","",""
"51149","Prince George County","Virginia","1242","37,253","Richmond, VA Metropolitan Statistical Area",""
"51153","Prince William County","Virginia","155","438,580","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51155","Pulaski County","Virginia","1314","34,507","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",""
"51157","Rappahannock County","Virginia","2641","7,478","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51159","Richmond County","Virginia","2525","8,953","",""
"51161","Roanoke County","Virginia","620","93,524","Roanoke, VA Metropolitan Statistical Area",""
"51163","Rockbridge County","Virginia","1717","22,307","",""
"51165","Rockingham County","Virginia","707","77,741","Harrisonburg, VA Metropolitan Statistical Area","Harrisonburg-Staunton-Waynesboro, VA Combined Statistical Area"
"51167","Russell County","Virginia","1481","28,264","",""
"51169","Scott County","Virginia","1704","22,640","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"51171","Shenandoah County","Virginia","1117","42,684","",""
"51173","Smyth County","Virginia","1394","31,652","",""
"51175","Southampton County","Virginia","1911","18,128","",""
"51177","Spotsylvania County","Virginia","483","127,348","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51179","Stafford County","Virginia","456","136,788","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51181","Surry County","Virginia","2703","6,765","",""
"51183","Sussex County","Virginia","2309","11,810","Richmond, VA Metropolitan Statistical Area",""
"51185","Tazewell County","Virginia","1086","44,103","Bluefield, WV-VA Micropolitan Statistical Area",""
"51187","Warren County","Virginia","1201","38,699","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51191","Washington County","Virginia","915","54,907","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"51193","Westmoreland County","Virginia","1942","17,612","",""
"51195","Wise County","Virginia","1164","40,589","Big Stone Gap, VA Micropolitan Statistical Area",""
"51197","Wythe County","Virginia","1442","29,344","",""
"51199","York County","Virginia","795","66,269","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51510","Alexandria, City of","Virginia","428","148,892","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51520","Bristol, City of","Virginia","1962","17,341","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area","Johnson City-Kingsport-Bristol, TN-VA Combined Statistical Area"
"51530","Buena Vista, City of","Virginia","2708","6,680","",""
"51540","Charlottesville, City of","Virginia","1081","44,349","Charlottesville, VA Metropolitan Statistical Area",""
"51550","Chesapeake, City of","Virginia","280","230,571","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
"51570","Colonial Heights, City of","Virginia","1940","17,634","Richmond, VA Metropolitan Statistical Area",""
"51580","Covington, City of","Virginia","2778","5,818","",""
"51590","Danville, City of","Virginia","1114","42,907","Danville, VA Micropolitan Statistical Area",""
"51595","Emporia, City of","Virginia","2796","5,588","",""
"51600","Fairfax, City of","Virginia","1645","23,973","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51610","Falls Church, City of","Virginia","2209","13,508","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51620","Franklin, City of","Virginia","2554","8,638","",""
"51630","Fredericksburg, City of","Virginia","1486","28,132","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"51640","Galax, City of","Virginia","2681","7,035","",""
"51650","Hampton, City of","Virginia","457","136,699","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area","Virginia Beach-Norfolk, VA-NC Combined Statistical Area"
